timestamp,target,MAE,RMSE,R2,train_rows,test_rows,model_path
20260720_0859,pm2_5,0.6117780533335568,0.9842620623433896,0.974295174846724,478,85,models/xgb_pm2_5_20260720_0859.pkl
20260720_0859,pm10,3.5771917694690187,12.930469575400018,0.7708081404526017,478,85,models/xgb_pm10_20260720_0859.pkl
20260721_0829,pm2_5,0.6620140180400772,1.0130489165341052,0.9728686723801336,479,85,models/xgb_pm2_5_20260721_0829.pkl
20260721_0829,pm10,3.683589320463293,13.175098124510503,0.763036606839205,479,85,models/xgb_pm10_20260721_0829.pkl
20260722_0830,pm2_5,0.6368095846737135,1.0420292779229718,0.9711437189458616,480,85,models/xgb_pm2_5_20260722_0830.pkl
20260722_0830,pm10,4.001491702709322,13.615208234704042,0.7469420323421704,480,85,models/xgb_pm10_20260722_0830.pkl
20260723_0831,pm2_5,0.6092379214716894,0.9755899927774178,0.9731671853323625,481,85,models/xgb_pm2_5_20260723_0831.pkl
20260723_0831,pm10,3.7789029544007535,13.471164162539514,0.7508106859671078,481,85,models/xgb_pm10_20260723_0831.pkl
20260724_0828,pm2_5,0.6071658873742866,0.9710144775887656,0.9732634322117004,481,86,models/xgb_pm2_5_20260724_0828.pkl
20260724_0828,pm10,3.761420731951099,13.39486191886173,0.7513943910484793,481,86,models/xgb_pm10_20260724_0828.pkl
20260725_0807,pm2_5,0.5913928682489915,0.9357911325718398,0.975162244368124,482,86,models/xgb_pm2_5_20260725_0807.pkl
20260725_0807,pm10,3.7825502410415535,13.642541943233692,0.7421353178749901,482,86,models/xgb_pm10_20260725_0807.pkl
20260726_0827,pm2_5,0.6152861853902655,0.9844931406509152,0.972495700259153,483,86,models/xgb_pm2_5_20260726_0827.pkl
20260726_0827,pm10,3.7739273662715003,13.464734078729446,0.7484116051306018,483,86,models/xgb_pm10_20260726_0827.pkl
20260727_0953,pm2_5,0.6349218930384913,1.0356043438467009,0.9690700807677772,484,86,models/xgb_pm2_5_20260727_0953.pkl
20260727_0953,pm10,3.76917396220126,13.170482035475608,0.7544692802511199,484,86,models/xgb_pm10_20260727_0953.pkl
